gxyName	alenRank	math_initial_theta	pitch_angle	math_initial_radius	relative_theta_start	relative_theta_end	r_start	r_end	used2rev	failed2rev	hasUndefinedEndpoints	arc_length	num_pixels	err_per_len	err_per_pixel	mean_intensity	brt_ratio_score	anovaF_score	clusOutputColor
1237660614513131530	1	6.224578	-2.947944	55.070058	0.000000	5.209307	55.070058	72.014589	0	0	0	329.476561	6809.000000	1065.466821	51.556226	0.513234	1.247306	2554.865693	[0_1_0.5263]
1237660614513131530	2	10.920590	-20.224527	113.613501	0.000000	0.871743	113.613501	156.642341	0	0	0	124.468757	1196.000000	34.483501	3.588728	0.166446	1.394059	272.331222	[0_0.8421_1]
1237660614513131530	3	4.522816	-18.080792	39.635453	0.000000	1.918055	39.635453	74.138095	0	0	0	111.170550	1706.000000	339.998381	22.155807	0.566864	1.164490	519.920474	[0_0.5263_1]
1237660614513131530	4	6.812559	4.570977	149.654422	0.000000	0.668162	141.869891	149.654422	0	0	0	97.680271	1688.000000	481.161203	27.843576	0.290046	1.699049	423.842301	[0.7368_0_1]
1237660614513131530	5	10.077426	18.176794	164.406739	0.000000	0.414024	143.510075	164.406739	0	0	0	66.987190	432.000000	17.822880	2.763668	0.190065	1.352105	125.817425	[1_0.6316_0]
1237660614513131530	6	10.199161	1.646495	122.916054	0.000000	0.455866	121.315902	122.916054	0	0	0	55.690749	525.000000	24.423715	2.590809	0.203810	1.481673	333.579363	[1_0.9474_0]
1237660614513131530	7	8.495174	0.581729	141.258268	0.000000	0.268070	140.874310	141.258268	0	0	0	37.817549	156.000000	6.313354	1.530485	0.197624	1.256363	43.552881	[1_0.3158_0]
1237660614513131530	8	7.714636	45.658053	119.437332	0.000000	0.219555	95.405323	119.437332	0	0	0	33.602684	189.000000	19.781324	3.516961	0.201813	1.210774	28.190876	[0_1_0.2105]
1237660614513131530	9	6.147194	21.559640	129.215987	0.000000	0.251480	116.993944	129.215987	0	0	0	33.260020	240.000000	11.707781	1.622504	0.196278	1.286763	44.280767	[1_0_0.3158]
1237660614513131530	10	11.548449	-52.928681	95.210014	0.000000	0.184306	95.210014	121.514702	0	0	0	32.967986	282.000000	68.263013	7.980475	0.196445	1.148066	19.761220	[0_0.2105_1]
1237660614513131530	11	9.145256	10.927395	122.718950	0.000000	0.255360	116.815480	122.718950	0	0	0	31.142205	366.000000	91.296883	7.768268	0.226844	1.420415	75.436117	[1_0_0]
1237660614513131530	12	11.982305	5.808407	135.465894	0.000000	0.217044	132.507757	135.465894	0	0	0	29.229945	253.000000	15.531044	1.794354	0.178044	1.257608	38.488569	[1_0_0.6316]
1237660614513131530	13	10.847892	12.024611	121.520338	0.000000	0.215437	116.069872	121.520338	0	0	0	26.162424	200.000000	9.230786	1.207499	0.179693	1.308359	46.228348	[0.4211_1_0]
1237660614513131530	14	7.574380	-6.042113	122.685607	0.000000	0.209609	122.685607	125.437995	0	0	0	26.148612	198.000000	9.522030	1.257514	0.164397	1.189536	17.650683	[0_1_0.8421]
1237660614513131530	15	9.361574	-22.346172	28.787769	0.000000	0.667422	28.787769	37.875662	0	0	0	23.902825	242.000000	98.986571	9.777102	0.658087	1.019384	64.023570	[0.7368_1_0]
1237660614513131530	16	7.487414	-19.538759	33.859471	0.000000	0.476791	33.859471	40.101845	0	0	0	18.664907	164.000000	60.538892	6.889956	0.653511	1.013013	27.929547	[0.1053_1_0]
1237660614513131530	17	11.834768	-5.216900	80.309519	0.000000	0.225877	80.309519	81.982989	0	0	0	18.404683	240.000000	138.406232	10.613845	0.336037	1.053151	4.478060	[0.1053_0_1]
1237660614513131530	18	11.893656	-21.983620	95.052582	0.000000	0.159704	95.052582	101.382614	0	0	0	16.909778	190.000000	70.597570	6.283101	0.229394	1.384413	100.927145	[0.4211_0_1]
1237660614513131530	19	11.734108	-8.720145	169.545714	0.000000	0.095567	169.545714	172.049239	0	0	0	16.513107	156.000000	18.851551	1.995498	0.151301	1.054772	0.975339	[1_0_0.9474]
